perturbation,source,target,filepath,T4a_corr,T4b_corr,T4c_corr,T4d_corr,T5a_corr,T5b_corr,T5c_corr,T5d_corr,T4_mean_corr,T5_mean_corr,T4_min_corr,T5_min_corr,T4_delta,T5_delta,T4_sensitivity,T5_sensitivity,combined_sensitivity,T4a_delta,T4a_sensitivity,T4b_delta,T4b_sensitivity,T4c_delta,T4c_sensitivity,T4d_delta,T4d_sensitivity,T5a_delta,T5a_sensitivity,T5b_delta,T5b_sensitivity,T5c_delta,T5c_sensitivity,T5d_delta,T5d_sensitivity,T4_baseline,T5_baseline
Mi9_TmY3,Mi9,TmY3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Mi9_TmY3.csv,0.9369997993165148,0.7194494137528316,0.5372178992398282,0.8566104759150825,0.8410159334491262,0.902697571658706,0.9497104833730924,0.9001695093867024,0.7625693970560643,0.8983983744669066,0.5372178992398282,0.8410159334491262,-6.098471216908763e-08,-0.0003599663546709486,6.098471216908763e-08,0.0003599663546709486,0.00018001366969155885,-5.814458137187728e-08,5.814458137187728e-08,8.824965147535835e-08,8.824965147535835e-08,-7.104832433491026e-08,7.104832433491026e-08,-2.0299559422287672e-07,2.0299559422287672e-07,-0.00023835457616339095,0.00023835457616339095,-0.0005118217039545847,0.0005118217039545847,0.00014583662098799355,0.00014583662098799355,-0.0008355257595532573,0.0008355257595532573,0.7625694580407765,0.8987583408215776
Mi9_TmY4,Mi9,TmY4,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Mi9_TmY4.csv,0.9368356567928396,0.7199950660992589,0.5378167950647209,0.8608095187221,0.841338124178608,0.9023689930877604,0.9493570687235112,0.9004013320154235,0.7638642591697299,0.8983663795013258,0.5378167950647209,0.841338124178608,0.0012948011289534156,-0.0003919613202517658,0.0012948011289534156,0.0003919613202517658,0.0008433812246025907,-0.00016420066825650892,0.00016420066825650892,0.0005457405960788142,0.0005457405960788142,0.000598824776568363,0.000598824776568363,0.004198839811423216,0.004198839811423216,8.383615331841732e-05,8.383615331841732e-05,-0.0008404002749001771,0.0008404002749001771,-0.00020757802859316943,0.00020757802859316943,-0.0006037031308321339,0.0006037031308321339,0.7625694580407765,0.8987583408215776
Mi9_TmY5a,Mi9,TmY5a,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Mi9_TmY5a.csv,0.9369532008961308,0.7192719761512252,0.537645006646686,0.857058902824095,0.8403867363118027,0.9027757081791644,0.950230608808838,0.899984816799719,0.7627322716295342,0.898344467524881,0.537645006646686,0.8403867363118027,0.00016281358875769314,-0.00041387329669662076,0.00016281358875769314,0.00041387329669662076,0.00028834344272715695,-4.665656496538606e-05,4.665656496538606e-05,-0.00017734935195490298,0.00017734935195490298,0.00042703635853347244,0.00042703635853347244,0.0004482239134182553,0.0004482239134182553,-0.0008675517134868471,0.0008675517134868471,-0.0004336851834961797,0.0004336851834961797,0.0006659620567336377,0.0006659620567336377,-0.0010202183465366499,0.0010202183465366499,0.7625694580407765,0.8987583408215776
R1_Am,R1,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R1_Am.csv,0.936999845846452,0.7194493576215779,0.537217919741348,0.8566105601204712,0.8412544163346933,0.9032093883617612,0.9495647007695384,0.901005010029204,0.7625694208324623,0.8987583788737992,0.537217919741348,0.8412544163346933,-3.7208314207504145e-08,3.805222159591892e-08,3.7208314207504145e-08,3.805222159591892e-08,3.7630267901711534e-08,-1.1614644135349295e-08,1.1614644135349295e-08,3.211839783023862e-08,3.211839783023862e-08,-5.0546804519768784e-08,5.0546804519768784e-08,-1.1879020556104791e-07,1.1879020556104791e-07,1.2830940376851174e-07,1.2830940376851174e-07,-5.000899361284894e-09,5.000899361284894e-09,5.401743397026593e-08,5.401743397026593e-08,-2.5117051660750178e-08,2.5117051660750178e-08,0.7625694580407765,0.8987583408215776
R1_L1,R1,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R1_L1.csv,0.9369997875104988,0.7194493257455241,0.5372179259411198,0.8566108729836174,0.841254289301473,0.9032093616037024,0.9495646582016622,0.901005091265025,0.76256947804519,0.8987583500929656,0.5372179259411198,0.841254289301473,2.0004413570084978e-08,9.271387990672508e-09,2.0004413570084978e-08,9.271387990672508e-09,1.4637900780378743e-08,-6.995059731451647e-08,6.995059731451647e-08,2.4234403372958013e-10,2.4234403372958013e-10,-4.434703271272156e-08,4.434703271272156e-08,1.9407294060691527e-07,1.9407294060691527e-07,1.2761833811936185e-09,1.2761833811936185e-09,-3.175895824103492e-08,3.175895824103492e-08,1.144955785736812e-08,1.144955785736812e-08,5.611876940925242e-08,5.611876940925242e-08,0.7625694580407765,0.8987583408215776
R1_L2,R1,L2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R1_L2.csv,0.9369997967006992,0.7194493588324987,0.5372178883155506,0.8566106254151014,0.8412543484177973,0.9032093689426844,0.9495646110581668,0.9010050606238396,0.7625694173159625,0.898758347260622,0.5372178883155506,0.8412543484177973,-4.072481396555361e-08,6.439044408779182e-09,4.072481396555361e-08,6.439044408779182e-09,2.3581929187166395e-08,-6.076039693603263e-08,6.076039693603263e-08,3.332931863830879e-08,3.332931863830879e-08,-8.197260192854827e-08,8.197260192854827e-08,-5.349557541389771e-08,5.349557541389771e-08,6.039250777245542e-08,6.039250777245542e-08,-2.4419976152323386e-08,2.4419976152323386e-08,-3.569393758340311e-08,3.569393758340311e-08,2.5477583931454717e-08,2.5477583931454717e-08,0.7625694580407765,0.8987583408215776
R1_L3,R1,L3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R1_L3.csv,0.937683695984615,0.7125229228478069,0.5586533825555124,0.7472544762486402,0.8499376159752401,0.9008618991793782,0.9435426520034776,0.8897461966525878,0.7390286194091438,0.8960220909526709,0.5586533825555124,0.8499376159752401,-0.0235408386316327,-0.0027362498689066372,0.0235408386316327,0.0027362498689066372,0.013138544250269668,0.0006838385235188316,0.0006838385235188316,-0.006926402655373143,0.006926402655373143,0.0214354122673599,0.0214354122673599,-0.1093562026620366,0.1093562026620366,0.008683327949950526,0.008683327949950526,-0.002347494183282395,0.002347494183282395,-0.006021994748626747,0.006021994748626747,-0.011258838493667822,0.011258838493667822,0.7625694580407765,0.8987583408215776
R1_T1,R1,T1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R1_T1.csv,0.9369999261533012,0.7194493671338459,0.537217683707865,0.8566087737484115,0.841254337453425,0.9032094831186755,0.9495648750152624,0.901005444688325,0.762568937685856,0.898758535068922,0.537217683707865,0.841254337453425,-5.203549204857438e-07,1.942473444316306e-07,5.203549204857438e-07,1.942473444316306e-07,3.573011324586872e-07,6.869220503524787e-08,6.869220503524787e-08,4.1630665803538136e-08,4.1630665803538136e-08,-2.8658028750072617e-07,2.8658028750072617e-07,-1.9051622652810352e-06,1.9051622652810352e-06,4.942813547348379e-08,4.942813547348379e-08,8.975601495375685e-08,8.975601495375685e-08,2.282631580419192e-07,2.282631580419192e-07,4.095420693683849e-07,4.095420693683849e-07,0.7625694580407765,0.8987583408215776
R2_Am,R2,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R2_Am.csv,0.9369998564021268,0.7194493310615174,0.5372179398317759,0.8566105295420293,0.8412543400428425,0.903209361928436,0.949564636104888,0.901005062058898,0.7625694142093623,0.8987583500337661,0.5372179398317759,0.8412543400428425,-4.383141416486325e-08,9.212188567531143e-09,4.383141416486325e-08,9.212188567531143e-09,2.6521801366197195e-08,-1.0589693566487313e-09,1.0589693566487313e-09,5.558337345945574e-09,5.558337345945574e-09,-3.045637664289558e-08,3.045637664289558e-08,-1.4936864745074274e-07,1.4936864745074274e-07,5.201755293171573e-08,5.201755293171573e-08,-3.1434224556647905e-08,3.1434224556647905e-08,-1.0647216441839191e-08,1.0647216441839191e-08,2.6912642336895942e-08,2.6912642336895942e-08,0.7625694580407765,0.8987583408215776
R2_L1,R2,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R2_L1.csv,0.9369998318365456,0.719449326297458,0.5372179367706388,0.856610630878748,0.8412543569788623,0.903209275074488,0.9495647030515731,0.9010050472983,0.7625694314458475,0.8987583456008058,0.5372179367706388,0.8412543569788623,-2.659492892576054e-08,4.7792282353853466e-09,2.659492892576054e-08,4.7792282353853466e-09,1.5687078580572944e-08,-2.5624550592517892e-08,2.5624550592517892e-08,7.942778657010763e-10,7.942778657010763e-10,-3.351751376445833e-08,3.351751376445833e-08,-4.803192876767781e-08,4.803192876767781e-08,6.89535727405044e-08,6.89535727405044e-08,-1.1828817259029734e-07,1.1828817259029734e-07,5.62994687536289e-08,5.62994687536289e-08,1.215204437077233e-08,1.215204437077233e-08,0.7625694580407765,0.8987583408215776
R2_L2,R2,L2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R2_L2.csv,0.9369997759769416,0.7194493441917303,0.5372179426417549,0.8566107746723302,0.8412543328244291,0.9032093546544008,0.9495646409078692,0.9010050730303764,0.7625694593706892,0.8987583503542689,0.5372179426417549,0.8412543328244291,1.3299127354926554e-09,9.532691302993612e-09,1.3299127354926554e-09,9.532691302993612e-09,5.431302019243134e-09,-8.148415453490543e-08,8.148415453490543e-08,1.8688550262879744e-08,1.8688550262879744e-08,-2.7646397615654905e-08,2.7646397615654905e-08,9.576165338476272e-08,9.576165338476272e-08,4.479913950916625e-08,4.479913950916625e-08,-3.870825981966419e-08,3.870825981966419e-08,-5.844235206886594e-09,5.844235206886594e-09,3.788412072935898e-08,3.788412072935898e-08,0.7625694580407765,0.8987583408215776
R2_L3,R2,L3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R2_L3.csv,0.9376538592910572,0.7132149512421087,0.5558824112386936,0.7682507655697637,0.8485236757541403,0.9013577375165864,0.9468396568352672,0.8920127761287671,0.7437504968354058,0.8971834615586902,0.5558824112386936,0.8485236757541403,-0.018818961205370632,-0.001574879262887352,0.018818961205370632,0.001574879262887352,0.010196920234128992,0.000654001829961004,0.000654001829961004,-0.006234374261071429,0.006234374261071429,0.018664440950541095,0.018664440950541095,-0.08835991334091309,0.08835991334091309,0.0072693877288507736,0.0072693877288507736,-0.0018516558460741628,0.0018516558460741628,-0.0027249899168372282,0.0027249899168372282,-0.008992259017488569,0.008992259017488569,0.7625694580407765,0.8987583408215776
R2_T1,R2,T1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R2_T1.csv,0.9369997575511382,0.719449380329679,0.5372178375763993,0.8566104527667829,0.8412542802250813,0.9032093336765517,0.9495647679199036,0.901005278065762,0.7625693570559999,0.8987584149718246,0.5372178375763993,0.8412542802250813,-1.0098477654096882e-07,7.415024705359485e-08,1.0098477654096882e-07,7.415024705359485e-08,8.756751179728184e-08,-9.990995797348745e-08,9.990995797348745e-08,5.4826498896431985e-08,5.4826498896431985e-08,-1.3271175325346718e-07,1.3271175325346718e-07,-2.2614389383335265e-07,2.2614389383335265e-07,-7.800208257080499e-09,7.800208257080499e-09,-5.968610894413473e-08,5.968610894413473e-08,1.2116779923854182e-07,1.2116779923854182e-07,2.4291950639909743e-07,2.4291950639909743e-07,0.7625694580407765,0.8987583408215776
R3_Am,R3,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R3_Am.csv,0.9369997945892412,0.7194493919393835,0.5372178518150985,0.8566105662418252,0.8412542867491061,0.903209374982732,0.9495646667453772,0.9010050703188296,0.7625694011463872,0.8987583496990112,0.5372178518150985,0.8412542867491061,-5.689438931089086e-08,8.877433677056956e-09,5.689438931089086e-08,8.877433677056956e-09,3.288591149397391e-08,-6.287185494446845e-08,6.287185494446845e-08,6.643620342750012e-08,6.643620342750012e-08,-1.1847305403378527e-07,1.1847305403378527e-07,-1.1266885158178752e-07,1.1266885158178752e-07,-1.276183492215921e-09,1.276183492215921e-09,-1.83799285791153e-08,1.83799285791153e-08,1.9993272815099772e-08,1.9993272815099772e-08,3.5172573964459275e-08,3.5172573964459275e-08,0.7625694580407765,0.8987583408215776
R3_L1,R3,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R3_L1.csv,0.936999779348467,0.7194493635965581,0.537217908154819,0.8566105217988962,0.8412544104190506,0.903209340453457,0.949564682151474,0.9010050366944218,0.7625693932246851,0.8987583674296008,0.537217908154819,0.8412544104190506,-6.481609138297983e-08,2.6608023229179878e-08,6.481609138297983e-08,2.6608023229179878e-08,4.5712057306079856e-08,-7.811262914270145e-08,7.811262914270145e-08,3.809337800753099e-08,3.809337800753099e-08,-6.213333358928708e-08,6.213333358928708e-08,-1.571117805854172e-07,1.571117805854172e-07,1.223937610150827e-07,1.223937610150827e-07,-5.290920357392537e-08,5.290920357392537e-08,3.539936965779589e-08,3.539936965779589e-08,1.5481661508331968e-09,1.5481661508331968e-09,0.7625694580407765,0.8987583408215776
R3_L2,R3,L2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R3_L2.csv,0.9369997632579156,0.7194493787701656,0.5372178975958334,0.8566106152535817,0.8412543378361081,0.903209291028988,0.9495647058067128,0.901005024012184,0.762569413719374,0.8987583396709982,0.5372178975958334,0.8412543378361081,-4.432140243704197e-08,-1.150579409525676e-09,4.432140243704197e-08,1.150579409525676e-09,2.2735990923283822e-08,-9.420318058950272e-08,9.420318058950272e-08,5.3266985489131e-08,5.3266985489131e-08,-7.269231916406937e-08,7.269231916406937e-08,-6.365709503963757e-08,6.365709503963757e-08,4.9810818580908744e-08,4.9810818580908744e-08,-1.0233367264689264e-07,1.0233367264689264e-07,5.9054608425590516e-08,5.9054608425590516e-08,-1.113407166464242e-08,1.113407166464242e-08,0.7625694580407765,0.8987583408215776
R3_L3,R3,L3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R3_L3.csv,0.93700166092998,0.7193947466410224,0.5373592583463316,0.8560686769488928,0.8413219839480907,0.9031903478168553,0.9495561783377552,0.9009524263264482,0.7624560857165568,0.8987552341072873,0.5373592583463316,0.8413219839480907,-0.00011337232421970711,-3.106714290268542e-06,0.00011337232421970711,3.106714290268542e-06,5.8239519254987826e-05,1.8034688838985957e-06,1.8034688838985957e-06,-5.45788621576504e-05,5.45788621576504e-05,0.00014128805817903434,0.00014128805817903434,-0.000542001961784,0.000542001961784,6.769592280109205e-05,6.769592280109205e-05,-1.904554580534068e-05,1.904554580534068e-05,-8.468414349205311e-06,8.468414349205311e-06,-5.260881980739818e-05,5.260881980739818e-05,0.7625694580407765,0.8987583408215776
R3_T1,R3,T1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R3_T1.csv,0.9369998622840914,0.7194494251176239,0.5372176485843363,0.8566078857257899,0.841254276966819,0.90320952621427,0.9495647830775854,0.90100517232126,0.7625687054279604,0.8987584396449836,0.5372176485843363,0.841254276966819,-7.526128160684209e-07,9.882340601397033e-08,7.526128160684209e-07,9.882340601397033e-08,4.257181110411956e-07,4.8229952254175146e-09,4.8229952254175146e-09,9.961444380479634e-08,9.961444380479634e-08,-3.217038162528496e-07,3.217038162528496e-07,-2.7931848868290032e-06,2.7931848868290032e-06,-1.105847058369136e-08,1.105847058369136e-08,1.3285160938014684e-07,1.3285160938014684e-07,1.363254810149428e-07,1.363254810149428e-07,1.3717500435550534e-07,1.3717500435550534e-07,0.7625694580407765,0.8987583408215776
R4_Am,R4,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R4_Am.csv,0.936999783212986,0.7194493600426096,0.5372178841113308,0.856610688659159,0.8412543472880599,0.903209363487158,0.9495647265676638,0.9010050557177788,0.7625694290065214,0.8987583732651652,0.5372178841113308,0.8412543472880599,-2.9034255111248797e-08,3.244358759424415e-08,2.9034255111248797e-08,3.244358759424415e-08,3.073892135274647e-08,-7.424811010459109e-08,7.424811010459109e-08,3.45394295386825e-08,3.45394295386825e-08,-8.617682178968522e-08,8.617682178968522e-08,9.748482243665535e-09,9.748482243665535e-09,5.9262770357726424e-08,5.9262770357726424e-08,-2.987550262734118e-08,2.987550262734118e-08,7.981555938396667e-08,7.981555938396667e-08,2.0571523151602378e-08,2.0571523151602378e-08,0.7625694580407765,0.8987583408215776
R4_L1,R4,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R4_L1.csv,0.936999786458016,0.7194493349350047,0.5372178998238762,0.8566107196133969,0.8412543475138339,0.9032093186537472,0.94956469613353,0.9010050151826884,0.7625694352075735,0.8987583443709499,0.5372178998238762,0.8412543475138339,-2.283320299500957e-08,3.549372351585589e-09,2.283320299500957e-08,3.549372351585589e-09,1.319128767329758e-08,-7.100308019314383e-08,7.100308019314383e-08,9.431824654626553e-09,9.431824654626553e-09,-7.046427630275076e-08,7.046427630275076e-08,4.070272008327436e-08,4.070272008327436e-08,5.9488544312813474e-08,5.9488544312813474e-08,-7.470891338900998e-08,7.470891338900998e-08,4.938142561528025e-08,4.938142561528025e-08,-1.996356724376369e-08,1.996356724376369e-08,0.7625694580407765,0.8987583408215776
R4_L2,R4,L2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R4_L2.csv,0.9369998094343218,0.7194493394077673,0.5372178848669279,0.8566106079751161,0.8412543328244291,0.9032093869978796,0.9495646928217968,0.901005085641922,0.7625694104210332,0.8987583745715069,0.5372178848669279,0.8412543328244291,-4.7619743259730285e-08,3.374992929572329e-08,4.7619743259730285e-08,3.374992929572329e-08,4.068483627772679e-08,-4.8026774335241385e-08,4.8026774335241385e-08,1.3904587259361278e-08,1.3904587259361278e-08,-8.54212246492736e-08,8.54212246492736e-08,-7.093556064763362e-08,7.093556064763362e-08,4.479913950916625e-08,4.479913950916625e-08,-6.364781035550493e-09,6.364781035550493e-09,4.6069692394290485e-08,4.6069692394290485e-08,5.049566642600922e-08,5.049566642600922e-08,0.7625694580407765,0.8987583408215776
R4_L3,R4,L3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R4_L3.csv,0.938451828521971,0.7126634803652199,0.5644768102678536,0.68588817162271,0.8545809574920741,0.8991895867389578,0.940498066750618,0.8857766736066035,0.7253700726944387,0.8950113211470634,0.5644768102678536,0.8545809574920741,-0.03719938534633782,-0.003747019674514185,0.03719938534633782,0.003747019674514185,0.020473202510426003,0.0014519710608748015,0.0014519710608748015,-0.006785845137960211,0.006785845137960211,0.02725883997970102,0.02725883997970102,-0.17072250728796678,0.17072250728796678,0.013326669466784513,0.013326669466784513,-0.004019806623702826,0.004019806623702826,-0.009066580001486413,0.009066580001486413,-0.015228361539652124,0.015228361539652124,0.7625694580407765,0.8987583408215776
R4_T1,R4,T1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R4_T1.csv,0.9369997981488782,0.7194493686236836,0.5372178157630474,0.8566097306358792,0.8412542718900186,0.90320948887874,0.9495648784546078,0.9010054344185052,0.7625691782928721,0.8987585184104678,0.5372178157630474,0.8412542718900186,-2.797479043969986e-07,1.7758889025998315e-07,2.797479043969986e-07,1.7758889025998315e-07,2.2866839732849087e-07,-5.931221791488639e-08,5.931221791488639e-08,4.3120503501192786e-08,4.3120503501192786e-08,-1.5452510515601148e-07,1.5452510515601148e-07,-9.482747975742001e-07,9.482747975742001e-07,-1.6135271008188568e-08,1.6135271008188568e-08,9.55160793791876e-08,9.55160793791876e-08,2.3170250340598386e-07,2.3170250340598386e-07,3.992722495960166e-07,3.992722495960166e-07,0.7625694580407765,0.8987583408215776
R5_Am,R5,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R5_Am.csv,0.9369998208851754,0.719449336842297,0.5372179235767505,0.8566106837807933,0.8412543617379636,0.903209400117122,0.9495646228579556,0.9010050645402052,0.7625694412712539,0.8987583623133116,0.5372179235767505,0.8412543617379636,-1.67695225483655e-08,2.1491734059075895e-08,1.67695225483655e-08,2.1491734059075895e-08,1.9130628303720698e-08,-3.6575920736581224e-08,3.6575920736581224e-08,1.1339116867681298e-08,1.1339116867681298e-08,-4.671140207967994e-08,4.671140207967994e-08,4.8701165322739826e-09,4.8701165322739826e-09,7.371267407574322e-08,7.371267407574322e-08,6.754461434610448e-09,6.754461434610448e-09,-2.389414877068674e-08,2.389414877068674e-08,2.9393949607658953e-08,2.9393949607658953e-08,0.7625694580407765,0.8987583408215776
R5_L1,R5,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R5_L1.csv,0.9369998822131752,0.7194493293766671,0.5372179149752735,0.8566105756506113,0.8412544007413251,0.9032093804382584,0.949564709062787,0.9010050426679398,0.7625694255539317,0.8987583832275776,0.5372179149752735,0.8412544007413251,-3.248684476986341e-08,4.2406000044792336e-08,3.248684476986341e-08,4.2406000044792336e-08,3.744642240732787e-08,2.475207905305865e-08,2.475207905305865e-08,3.873486975614071e-09,3.873486975614071e-09,-5.531287905480298e-08,5.531287905480298e-08,-1.0326006549821187e-07,1.0326006549821187e-07,1.1271603550522258e-07,1.1271603550522258e-07,-1.2924402215119812e-08,1.2924402215119812e-08,6.231068261364214e-08,6.231068261364214e-08,7.521684164402132e-09,7.521684164402132e-09,0.7625694580407765,0.8987583408215776
R5_L2,R5,L2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R5_L2.csv,0.9369998044362292,0.7194493923643492,0.5372178962790867,0.856610754571976,0.8412543061710235,0.9032093610191816,0.949564648795227,0.901004955656554,0.7625694619129102,0.8987583179104965,0.5372178962790867,0.8412543061710235,3.8721337247693555e-09,-2.2911081032361835e-08,3.8721337247693555e-09,2.2911081032361835e-08,1.3391607378565595e-08,-5.3024866941697724e-08,5.3024866941697724e-08,6.686116915677331e-08,6.686116915677331e-08,-7.40090658757353e-08,7.40090658757353e-08,7.566129922587095e-08,7.566129922587095e-08,1.8145733915453377e-08,1.8145733915453377e-08,-3.2343479006158304e-08,3.2343479006158304e-08,2.0431225600248126e-09,2.0431225600248126e-09,-7.948970159876723e-08,7.948970159876723e-08,0.7625694580407765,0.8987583408215776
R5_L3,R5,L3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R5_L3.csv,0.9395602565625266,0.7162601758725151,0.5643878629632366,0.6833358343144351,0.8656569275464108,0.894687512700668,0.930417303007599,0.890405609303621,0.7258860324281784,0.8952918381395747,0.5643878629632366,0.8656569275464108,-0.036683425612598075,-0.003466502682002881,0.036683425612598075,0.003466502682002881,0.020074964147300478,0.002560399101430466,0.002560399101430466,-0.003189149630664967,0.003189149630664967,0.027169892675084073,0.027169892675084073,-0.17327484459624165,0.17327484459624165,0.024402639521121205,0.024402639521121205,-0.008521880661992554,0.008521880661992554,-0.01914734374450544,0.01914734374450544,-0.010599425842634624,0.010599425842634624,0.7625694580407765,0.8987583408215776
R5_T1,R5,T1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R5_T1.csv,0.9369998701169304,0.719449339344553,0.5372175931150391,0.8566081775197569,0.841254252866933,0.903209521354225,0.9495649911043252,0.9010054857063292,0.7625687450240699,0.8987585627579531,0.5372175931150391,0.841254252866933,-7.130167065660942e-07,2.2193637549960954e-07,7.130167065660942e-07,2.2193637549960954e-07,4.6747654103285186e-07,1.2655834269459376e-08,1.2655834269459376e-08,1.3841372936695961e-08,1.3841372936695961e-08,-3.771731134083467e-07,3.771731134083467e-07,-2.5013909198401407e-06,2.5013909198401407e-06,-3.515835655942823e-08,3.515835655942823e-08,1.2799156445808535e-07,1.2799156445808535e-07,3.443522208490535e-07,3.443522208490535e-07,4.5056007358379446e-07,4.5056007358379446e-07,0.7625694580407765,0.8987583408215776
R6_Am,R6,Am,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R6_Am.csv,0.9369997687408972,0.7194493234315432,0.537217932450173,0.8566106358151284,0.8412542710626841,0.9032093013555196,0.9495647007810885,0.9010050129275972,0.7625694151094354,0.8987583215317223,0.537217932450173,0.8412542710626841,-4.293134103772189e-08,-1.928985526866711e-08,4.293134103772189e-08,1.928985526866711e-08,3.11105981531945e-08,-8.872019896521977e-08,8.872019896521977e-08,-2.0716368620554704e-09,2.0716368620554704e-09,-3.7837979527388654e-08,3.7837979527388654e-08,-4.309554835213447e-08,4.309554835213447e-08,-1.696260543138095e-08,1.696260543138095e-08,-9.200714101709195e-08,9.200714101709195e-08,5.402898406448031e-08,5.402898406448031e-08,-2.2218658468631247e-08,2.2218658468631247e-08,0.7625694580407765,0.8987583408215776
R6_L1,R6,L1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\R6_L1.csv,0.9369997679576142,0.7194493350993484,0.5372178832208174,0.856610707935885,0.8412543049344999,0.9032093797462344,0.949564638108626,0.9010050477083164,0.7625694235534162,0.8987583426244192,0.5372178832208174,0.8412543049344999,-3.448736030087218e-08,1.8028416537418934e-09,3.448736030087218e-08,1.8028416537418934e-09,1.8145100977307038e-08,-8.950348195924107e-08,8.950348195924107e-08,9.596168304426556e-09,9.596168304426556e-09,-8.706733511942844e-08,8.706733511942844e-08,2.9025208236888034e-08,2.9025208236888034e-08,1.6909210365234628e-08,1.6909210365234628e-08,-1.361642620878456e-08,1.361642620878456e-08,-8.643478377479141e-09,8.643478377479141e-09,1.2562060724974344e-08,1.2562060724974344e-08,0.7625694580407765,0.8987583408215776
