perturbation,source,target,filepath,T4a_corr,T4b_corr,T4c_corr,T4d_corr,T5a_corr,T5b_corr,T5c_corr,T5d_corr,T4_mean_corr,T5_mean_corr,T4_min_corr,T5_min_corr,T4_delta,T5_delta,T4_sensitivity,T5_sensitivity,combined_sensitivity,T4a_delta,T4a_sensitivity,T4b_delta,T4b_sensitivity,T4c_delta,T4c_sensitivity,T4d_delta,T4d_sensitivity,T5a_delta,T5a_sensitivity,T5b_delta,T5b_sensitivity,T5c_delta,T5c_sensitivity,T5d_delta,T5d_sensitivity,T4_baseline,T5_baseline
Tm3_Lawf1(1),Tm3,Lawf1(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Lawf1(1).csv,0.9369997441753264,0.7194492805160075,0.5372179594780101,0.8566106649927321,0.841254327627077,0.903209351971422,0.9495646258472892,0.9010050019742876,0.7625694122905191,0.8987583268550189,0.5372179594780101,0.841254327627077,-4.57502573603108e-08,-1.3966558687350528e-08,4.57502573603108e-08,1.3966558687350528e-08,2.985840802383066e-08,-1.132857697649925e-07,1.132857697649925e-07,-4.4987172542754195e-08,4.4987172542754195e-08,-1.081014244785905e-08,1.081014244785905e-08,-1.3917944685637451e-08,1.3917944685637451e-08,3.9601787404919264e-08,3.9601787404919264e-08,-4.139123854773885e-08,4.139123854773885e-08,-2.090481521221932e-08,2.090481521221932e-08,-3.31719680612963e-08,3.31719680612963e-08,0.7625694580407765,0.8987583408215776
Tm3_Lawf1,Tm3,Lawf1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Lawf1.csv,0.9369997441753264,0.7194492805160075,0.5372179594780101,0.8566106649927321,0.841254327627077,0.903209351971422,0.9495646258472892,0.9010050019742876,0.7625694122905191,0.8987583268550189,0.5372179594780101,0.841254327627077,-4.57502573603108e-08,-1.3966558687350528e-08,4.57502573603108e-08,1.3966558687350528e-08,2.985840802383066e-08,-1.132857697649925e-07,1.132857697649925e-07,-4.4987172542754195e-08,4.4987172542754195e-08,-1.081014244785905e-08,1.081014244785905e-08,-1.3917944685637451e-08,1.3917944685637451e-08,3.9601787404919264e-08,3.9601787404919264e-08,-4.139123854773885e-08,4.139123854773885e-08,-2.090481521221932e-08,2.090481521221932e-08,-3.31719680612963e-08,3.31719680612963e-08,0.7625694580407765,0.8987583408215776
Tm3_Lawf2(1),Tm3,Lawf2(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Lawf2(1).csv,0.9432789906947172,0.7281813401940453,0.5206882977401501,0.8478200877509502,0.8438849458018297,0.9053140531871052,0.9499961716102951,0.899115856005913,0.7599921790949657,0.8995777566512858,0.5206882977401501,0.8438849458018297,-0.0025772789458107237,0.0008194158297082366,0.0025772789458107237,0.0008194158297082366,0.0016983473877594801,0.006279133233621059,0.006279133233621059,0.008732014690865264,0.008732014690865264,-0.016529672548002416,0.016529672548002416,-0.00879059115972658,0.00879059115972658,0.002630657776540146,0.002630657776540146,0.0021046598244446324,0.0021046598244446324,0.00043152485819075714,0.00043152485819075714,-0.0018891791403425895,0.0018891791403425895,0.7625694580407765,0.8987583408215776
Tm3_Lawf2,Tm3,Lawf2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Lawf2.csv,0.9432789906947172,0.7281813401940453,0.5206882977401501,0.8478200877509502,0.8438849458018297,0.9053140531871052,0.9499961716102951,0.899115856005913,0.7599921790949657,0.8995777566512858,0.5206882977401501,0.8438849458018297,-0.0025772789458107237,0.0008194158297082366,0.0025772789458107237,0.0008194158297082366,0.0016983473877594801,0.006279133233621059,0.006279133233621059,0.008732014690865264,0.008732014690865264,-0.016529672548002416,0.016529672548002416,-0.00879059115972658,0.00879059115972658,0.002630657776540146,0.002630657776540146,0.0021046598244446324,0.0021046598244446324,0.00043152485819075714,0.00043152485819075714,-0.0018891791403425895,0.0018891791403425895,0.7625694580407765,0.8987583408215776
Tm3_Mi1(1),Tm3,Mi1(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi1(1).csv,0.9369998034307698,0.7194494269792411,0.5372182659291251,0.8566108947823172,0.8412543115549224,0.9032095490847614,0.949564727414102,0.9010049575218348,0.7625695977803633,0.898758386393905,0.5372182659291251,0.8412543115549224,1.3973958679081022e-07,4.557232746726925e-08,1.3973958679081022e-07,4.557232746726925e-08,9.265595712903973e-08,-5.4030326324117084e-08,5.4030326324117084e-08,1.014760609985288e-07,1.014760609985288e-07,2.956409725918263e-07,2.956409725918263e-07,2.1587164045211438e-07,2.1587164045211438e-07,2.3529632797725242e-08,2.3529632797725242e-08,1.5572210076975068e-07,1.5572210076975068e-07,8.066199763678839e-08,8.066199763678839e-08,-7.762442078007581e-08,7.762442078007581e-08,0.7625694580407765,0.8987583408215776
Tm3_Mi1,Tm3,Mi1,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi1.csv,0.9369998034307698,0.7194494269792411,0.5372182659291251,0.8566108947823172,0.8412543115549224,0.9032095490847614,0.949564727414102,0.9010049575218348,0.7625695977803633,0.898758386393905,0.5372182659291251,0.8412543115549224,1.3973958679081022e-07,4.557232746726925e-08,1.3973958679081022e-07,4.557232746726925e-08,9.265595712903973e-08,-5.4030326324117084e-08,5.4030326324117084e-08,1.014760609985288e-07,1.014760609985288e-07,2.956409725918263e-07,2.956409725918263e-07,2.1587164045211438e-07,2.1587164045211438e-07,2.3529632797725242e-08,2.3529632797725242e-08,1.5572210076975068e-07,1.5572210076975068e-07,8.066199763678839e-08,8.066199763678839e-08,-7.762442078007581e-08,7.762442078007581e-08,0.7625694580407765,0.8987583408215776
Tm3_Mi11(1),Tm3,Mi11(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi11(1).csv,0.936999862705692,0.7194493615921674,0.5372179425054272,0.856610716397308,0.8412543037651067,0.9032093506075406,0.949564631747183,0.9010050872678496,0.7625694708001487,0.89875834334692,0.5372179425054272,0.8412543037651067,1.2759372225445986e-08,2.5253423796556262e-09,1.2759372225445986e-08,2.5253423796556262e-09,7.642357302550806e-09,5.2445958687030725e-09,5.2445958687030725e-09,3.608898735407706e-08,3.608898735407706e-08,-2.7782725342540004e-08,2.7782725342540004e-08,3.748663124358842e-08,3.748663124358842e-08,1.5739817116333654e-08,1.5739817116333654e-08,-4.2755119999959845e-08,4.2755119999959845e-08,-1.5004921416483796e-08,1.5004921416483796e-08,5.2121593929754795e-08,5.2121593929754795e-08,0.7625694580407765,0.8987583408215776
Tm3_Mi11,Tm3,Mi11,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi11.csv,0.936999862705692,0.7194493615921674,0.5372179425054272,0.856610716397308,0.8412543037651067,0.9032093506075406,0.949564631747183,0.9010050872678496,0.7625694708001487,0.89875834334692,0.5372179425054272,0.8412543037651067,1.2759372225445986e-08,2.5253423796556262e-09,1.2759372225445986e-08,2.5253423796556262e-09,7.642357302550806e-09,5.2445958687030725e-09,5.2445958687030725e-09,3.608898735407706e-08,3.608898735407706e-08,-2.7782725342540004e-08,2.7782725342540004e-08,3.748663124358842e-08,3.748663124358842e-08,1.5739817116333654e-08,1.5739817116333654e-08,-4.2755119999959845e-08,4.2755119999959845e-08,-1.5004921416483796e-08,1.5004921416483796e-08,5.2121593929754795e-08,5.2121593929754795e-08,0.7625694580407765,0.8987583408215776
Tm3_Mi14(1),Tm3,Mi14(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi14(1).csv,0.93699993909279,0.719448623693201,0.537217897542657,0.8565845439579882,0.8412549025742702,0.903210301752469,0.9495650822886154,0.9010044240910672,0.762562751071659,0.8987586776766053,0.537217897542657,0.8412549025742702,-6.706969117420414e-06,3.3685502776048537e-07,6.706969117420414e-06,3.3685502776048537e-07,3.5219120725904496e-06,8.16316938490047e-08,8.16316938490047e-08,-7.018099791311627e-07,7.018099791311627e-07,-7.274549551627985e-08,7.274549551627985e-08,-2.613495268855015e-05,2.613495268855015e-05,6.145489805930993e-07,6.145489805930993e-07,9.083898083739328e-07,9.083898083739328e-07,4.355365109676157e-07,4.355365109676157e-07,-6.110551884486171e-07,6.110551884486171e-07,0.7625694580407765,0.8987583408215776
Tm3_Mi14,Tm3,Mi14,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Mi14.csv,0.93699993909279,0.719448623693201,0.537217897542657,0.8565845439579882,0.8412549025742702,0.903210301752469,0.9495650822886154,0.9010044240910672,0.762562751071659,0.8987586776766053,0.537217897542657,0.8412549025742702,-6.706969117420414e-06,3.3685502776048537e-07,6.706969117420414e-06,3.3685502776048537e-07,3.5219120725904496e-06,8.16316938490047e-08,8.16316938490047e-08,-7.018099791311627e-07,7.018099791311627e-07,-7.274549551627985e-08,7.274549551627985e-08,-2.613495268855015e-05,2.613495268855015e-05,6.145489805930993e-07,6.145489805930993e-07,9.083898083739328e-07,9.083898083739328e-07,4.355365109676157e-07,4.355365109676157e-07,-6.110551884486171e-07,6.110551884486171e-07,0.7625694580407765,0.8987583408215776
Tm3_T2(1),Tm3,T2(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T2(1).csv,0.9382849235234724,0.7739713381604238,0.5714880048717825,0.0,0.8453940612768233,0.9212115119557226,0.954990959803225,0.8776119222469085,0.5709360666389197,0.8998021138206699,0.0,0.8453940612768233,-0.19163339140185676,0.0010437729990923073,0.19163339140185676,0.0010437729990923073,0.09633858220047453,0.0012850660623762167,0.0012850660623762167,0.05452201265724377,0.05452201265724377,0.03427003458362998,0.03427003458362998,-0.8566106789106768,0.8566106789106768,0.004139773251533696,0.004139773251533696,0.018002118593062,0.018002118593062,0.005426313051120624,0.005426313051120624,-0.02339311289934709,0.02339311289934709,0.7625694580407765,0.8987583408215776
Tm3_T2,Tm3,T2,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T2.csv,0.9382849235234724,0.7739713381604238,0.5714880048717825,0.0,0.8453940612768233,0.9212115119557226,0.954990959803225,0.8776119222469085,0.5709360666389197,0.8998021138206699,0.0,0.8453940612768233,-0.19163339140185676,0.0010437729990923073,0.19163339140185676,0.0010437729990923073,0.09633858220047453,0.0012850660623762167,0.0012850660623762167,0.05452201265724377,0.05452201265724377,0.03427003458362998,0.03427003458362998,-0.8566106789106768,0.8566106789106768,0.004139773251533696,0.004139773251533696,0.018002118593062,0.018002118593062,0.005426313051120624,0.005426313051120624,-0.02339311289934709,0.02339311289934709,0.7625694580407765,0.8987583408215776
Tm3_T2a(1),Tm3,T2a(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T2a(1).csv,0.9372258183208536,0.7187207958502335,0.5368230009570615,0.8194460396237857,0.8415507306678748,0.9025168311650474,0.9500201163204416,0.9001245139498463,0.7530539136879836,0.8985530480258025,0.5368230009570615,0.8415507306678748,-0.009515544352792893,-0.00020529279577508053,0.009515544352792893,0.00020529279577508053,0.004860418574283987,0.00022596085975745694,0.00022596085975745694,-0.0007285296529465635,0.0007285296529465635,-0.00039496933109106624,0.00039496933109106624,-0.037164639286891066,0.037164639286891066,0.00029644264258521513,0.00029644264258521513,-0.0006925621976131557,0.0006925621976131557,0.00045546956833719676,0.00045546956833719676,-0.0008805211964093562,0.0008805211964093562,0.7625694580407765,0.8987583408215776
Tm3_T2a,Tm3,T2a,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T2a.csv,0.9372258183208536,0.7187207958502335,0.5368230009570615,0.8194460396237857,0.8415507306678748,0.9025168311650474,0.9500201163204416,0.9001245139498463,0.7530539136879836,0.8985530480258025,0.5368230009570615,0.8415507306678748,-0.009515544352792893,-0.00020529279577508053,0.009515544352792893,0.00020529279577508053,0.004860418574283987,0.00022596085975745694,0.00022596085975745694,-0.0007285296529465635,0.0007285296529465635,-0.00039496933109106624,0.00039496933109106624,-0.037164639286891066,0.037164639286891066,0.00029644264258521513,0.00029644264258521513,-0.0006925621976131557,0.0006925621976131557,0.00045546956833719676,0.00045546956833719676,-0.0008805211964093562,0.0008805211964093562,0.7625694580407765,0.8987583408215776
Tm3_T3(1),Tm3,T3(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T3(1).csv,0.9390863461892192,0.7181880035379815,0.5363901539996918,0.0,0.8420874688804844,0.9081768793074088,0.952234118614568,0.8870812280295318,0.5484161259317231,0.8973949237079982,0.0,0.8420874688804844,-0.2141533321090534,-0.001363417113579346,0.2141533321090534,0.001363417113579346,0.10775837461131638,0.002086488728123004,0.002086488728123004,-0.0012613219651985697,0.0012613219651985697,-0.0008278162884607365,0.0008278162884607365,-0.8566106789106768,0.8566106789106768,0.0008331808551947928,0.0008331808551947928,0.004967485944748162,0.004967485944748162,0.0026694718624635794,0.0026694718624635794,-0.013923807116723808,0.013923807116723808,0.7625694580407765,0.8987583408215776
Tm3_T3,Tm3,T3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T3.csv,0.9390863461892192,0.7181880035379815,0.5363901539996918,0.0,0.8420874688804844,0.9081768793074088,0.952234118614568,0.8870812280295318,0.5484161259317231,0.8973949237079982,0.0,0.8420874688804844,-0.2141533321090534,-0.001363417113579346,0.2141533321090534,0.001363417113579346,0.10775837461131638,0.002086488728123004,0.002086488728123004,-0.0012613219651985697,0.0012613219651985697,-0.0008278162884607365,0.0008278162884607365,-0.8566106789106768,0.8566106789106768,0.0008331808551947928,0.0008331808551947928,0.004967485944748162,0.004967485944748162,0.0026694718624635794,0.0026694718624635794,-0.013923807116723808,0.013923807116723808,0.7625694580407765,0.8987583408215776
Tm3_T4a(1),Tm3,T4a(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4a(1).csv,0.9369809694454307,0.7192437582401491,0.5374150383344318,0.8568495010632019,0.8412451339558801,0.9031215893074452,0.9495458317733426,0.9009893100874876,0.7626223167708034,0.8987254662810389,0.5374150383344318,0.8412451339558801,5.285873002691677e-05,-3.287454053868544e-05,5.285873002691677e-05,3.287454053868544e-05,4.28666352828011e-05,-1.8888015665408098e-05,1.8888015665408098e-05,-0.00020556726303100348,0.00020556726303100348,0.00019706804627928065,0.00019706804627928065,0.00023882215252513106,0.00023882215252513106,-9.154069409489374e-06,9.154069409489374e-06,-8.780405521535695e-05,8.780405521535695e-05,-1.881497876177196e-05,1.881497876177196e-05,-1.5725058768012445e-05,1.5725058768012445e-05,0.7625694580407765,0.8987583408215776
Tm3_T4a,Tm3,T4a,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4a.csv,0.9369809694454307,0.7192437582401491,0.5374150383344318,0.8568495010632019,0.8412451339558801,0.9031215893074452,0.9495458317733426,0.9009893100874876,0.7626223167708034,0.8987254662810389,0.5374150383344318,0.8412451339558801,5.285873002691677e-05,-3.287454053868544e-05,5.285873002691677e-05,3.287454053868544e-05,4.28666352828011e-05,-1.8888015665408098e-05,1.8888015665408098e-05,-0.00020556726303100348,0.00020556726303100348,0.00019706804627928065,0.00019706804627928065,0.00023882215252513106,0.00023882215252513106,-9.154069409489374e-06,9.154069409489374e-06,-8.780405521535695e-05,8.780405521535695e-05,-1.881497876177196e-05,1.881497876177196e-05,-1.5725058768012445e-05,1.5725058768012445e-05,0.7625694580407765,0.8987583408215776
Tm3_T4b(1),Tm3,T4b(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4b(1).csv,0.9370166184469008,0.7198631520243938,0.5372011249130632,0.8570190228207637,0.8412547621070168,0.9033225450818112,0.949627135516812,0.9009921810237432,0.7627749795512804,0.8987991559323458,0.5372011249130632,0.8412547621070168,0.00020552151050390322,4.081511076825528e-05,0.00020552151050390322,4.081511076825528e-05,0.00012316831063607925,1.6760985804609163e-05,1.6760985804609163e-05,0.00041382652121368935,0.00041382652121368935,-1.6845375089391545e-05,1.6845375089391545e-05,0.00040834391008692794,0.00040834391008692794,4.740817272086417e-07,4.740817272086417e-07,0.00011315171915060596,0.00011315171915060596,6.248876470760223e-05,6.248876470760223e-05,-1.2854122512395705e-05,1.2854122512395705e-05,0.7625694580407765,0.8987583408215776
Tm3_T4b,Tm3,T4b,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4b.csv,0.9370166184469008,0.7198631520243938,0.5372011249130632,0.8570190228207637,0.8412547621070168,0.9033225450818112,0.949627135516812,0.9009921810237432,0.7627749795512804,0.8987991559323458,0.5372011249130632,0.8412547621070168,0.00020552151050390322,4.081511076825528e-05,0.00020552151050390322,4.081511076825528e-05,0.00012316831063607925,1.6760985804609163e-05,1.6760985804609163e-05,0.00041382652121368935,0.00041382652121368935,-1.6845375089391545e-05,1.6845375089391545e-05,0.00040834391008692794,0.00040834391008692794,4.740817272086417e-07,4.740817272086417e-07,0.00011315171915060596,0.00011315171915060596,6.248876470760223e-05,6.248876470760223e-05,-1.2854122512395705e-05,1.2854122512395705e-05,0.7625694580407765,0.8987583408215776
Tm3_T4c(1),Tm3,T4c(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4c(1).csv,0.9370033060772996,0.7194313902052923,0.5372031328287438,0.8565050404065457,0.8412568299830071,0.9032036114051492,0.9495639983929058,0.9010221598212396,0.7625357173794705,0.8987616499005754,0.5372031328287438,0.8412568299830071,-3.3740661306014275e-05,3.3090789978151847e-06,3.3740661306014275e-05,3.3090789978151847e-06,1.852487015191473e-05,3.448616203494126e-06,3.448616203494126e-06,-1.7935297887738955e-05,1.7935297887738955e-05,-1.4837459408778564e-05,1.4837459408778564e-05,-0.0001056385041310337,0.0001056385041310337,2.5419577175389563e-06,2.5419577175389563e-06,-5.7819575114415045e-06,5.7819575114415045e-06,-6.483591985517734e-07,6.483591985517734e-07,1.7124674983937105e-05,1.7124674983937105e-05,0.7625694580407765,0.8987583408215776
Tm3_T4c,Tm3,T4c,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4c.csv,0.9370033060772996,0.7194313902052923,0.5372031328287438,0.8565050404065457,0.8412568299830071,0.9032036114051492,0.9495639983929058,0.9010221598212396,0.7625357173794705,0.8987616499005754,0.5372031328287438,0.8412568299830071,-3.3740661306014275e-05,3.3090789978151847e-06,3.3740661306014275e-05,3.3090789978151847e-06,1.852487015191473e-05,3.448616203494126e-06,3.448616203494126e-06,-1.7935297887738955e-05,1.7935297887738955e-05,-1.4837459408778564e-05,1.4837459408778564e-05,-0.0001056385041310337,0.0001056385041310337,2.5419577175389563e-06,2.5419577175389563e-06,-5.7819575114415045e-06,5.7819575114415045e-06,-6.483591985517734e-07,6.483591985517734e-07,1.7124674983937105e-05,1.7124674983937105e-05,0.7625694580407765,0.8987583408215776
Tm3_T4d(1),Tm3,T4d(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4d(1).csv,0.9368848233191936,0.7167456272792554,0.5365432595016972,0.0,0.8365620864185878,0.9191025093631436,0.9544751432347944,0.8465438460227187,0.5475434275250366,0.8891708962598112,0.0,0.8365620864185878,-0.21502603051573987,-0.009587444561766412,0.21502603051573987,0.009587444561766412,0.11230673753875314,-0.0001150341419025036,0.0001150341419025036,-0.0027036982239246887,0.0027036982239246887,-0.0006747107864553126,0.0006747107864553126,-0.8566106789106768,0.8566106789106768,-0.004692201606701807,0.004692201606701807,0.015893116000483043,0.015893116000483043,0.004910496482690041,0.004910496482690041,-0.054461189123536924,0.054461189123536924,0.7625694580407765,0.8987583408215776
Tm3_T4d,Tm3,T4d,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_T4d.csv,0.9368848233191936,0.7167456272792554,0.5365432595016972,0.0,0.8365620864185878,0.9191025093631436,0.9544751432347944,0.8465438460227187,0.5475434275250366,0.8891708962598112,0.0,0.8365620864185878,-0.21502603051573987,-0.009587444561766412,0.21502603051573987,0.009587444561766412,0.11230673753875314,-0.0001150341419025036,0.0001150341419025036,-0.0027036982239246887,0.0027036982239246887,-0.0006747107864553126,0.0006747107864553126,-0.8566106789106768,0.8566106789106768,-0.004692201606701807,0.004692201606701807,0.015893116000483043,0.015893116000483043,0.004910496482690041,0.004910496482690041,-0.054461189123536924,0.054461189123536924,0.7625694580407765,0.8987583408215776
Tm3_Tm3(1),Tm3,Tm3(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Tm3(1).csv,0.9375420479632588,0.7192068521623011,0.5359084107659928,0.7885955050434464,0.8410814625395636,0.9052695868070156,0.9509234322696432,0.8987042561968956,0.7453132039837498,0.8989946844532796,0.5359084107659928,0.8410814625395636,-0.017256254057026688,0.00023634363170199624,0.017256254057026688,0.00023634363170199624,0.008746298844364342,0.0005421905021626428,0.0005421905021626428,-0.0002424733408790125,0.0002424733408790125,-0.00130955952215972,0.00130955952215972,-0.06801517386723033,0.06801517386723033,-0.00017282548572594703,0.00017282548572594703,0.0020601934443550407,0.0020601934443550407,0.001358785517538763,0.001358785517538763,-0.002300778949359983,0.002300778949359983,0.7625694580407765,0.8987583408215776
Tm3_Tm3,Tm3,Tm3,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Tm3.csv,0.9375420479632588,0.7192068521623011,0.5359084107659928,0.7885955050434464,0.8410814625395636,0.9052695868070156,0.9509234322696432,0.8987042561968956,0.7453132039837498,0.8989946844532796,0.5359084107659928,0.8410814625395636,-0.017256254057026688,0.00023634363170199624,0.017256254057026688,0.00023634363170199624,0.008746298844364342,0.0005421905021626428,0.0005421905021626428,-0.0002424733408790125,0.0002424733408790125,-0.00130955952215972,0.00130955952215972,-0.06801517386723033,0.06801517386723033,-0.00017282548572594703,0.00017282548572594703,0.0020601934443550407,0.0020601934443550407,0.001358785517538763,0.001358785517538763,-0.002300778949359983,0.002300778949359983,0.7625694580407765,0.8987583408215776
Tm3_Tm30(1),Tm3,Tm30(1),C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Tm30(1).csv,0.936999862705692,0.7194493615921674,0.5372179425054272,0.856610716397308,0.8412543037651067,0.9032093506075406,0.949564631747183,0.9010050872678496,0.7625694708001487,0.89875834334692,0.5372179425054272,0.8412543037651067,1.2759372225445986e-08,2.5253423796556262e-09,1.2759372225445986e-08,2.5253423796556262e-09,7.642357302550806e-09,5.2445958687030725e-09,5.2445958687030725e-09,3.608898735407706e-08,3.608898735407706e-08,-2.7782725342540004e-08,2.7782725342540004e-08,3.748663124358842e-08,3.748663124358842e-08,1.5739817116333654e-08,1.5739817116333654e-08,-4.2755119999959845e-08,4.2755119999959845e-08,-1.5004921416483796e-08,1.5004921416483796e-08,5.2121593929754795e-08,5.2121593929754795e-08,0.7625694580407765,0.8987583408215776
Tm3_Tm30,Tm3,Tm30,C:\Users\madis\Documents\Perturbations\fly_wire_perturbations\data\flyvis_data\moving_edge\pair-wise-pert-moving-edge-results\Tm3_Tm30.csv,0.936999862705692,0.7194493615921674,0.5372179425054272,0.856610716397308,0.8412543037651067,0.9032093506075406,0.949564631747183,0.9010050872678496,0.7625694708001487,0.89875834334692,0.5372179425054272,0.8412543037651067,1.2759372225445986e-08,2.5253423796556262e-09,1.2759372225445986e-08,2.5253423796556262e-09,7.642357302550806e-09,5.2445958687030725e-09,5.2445958687030725e-09,3.608898735407706e-08,3.608898735407706e-08,-2.7782725342540004e-08,2.7782725342540004e-08,3.748663124358842e-08,3.748663124358842e-08,1.5739817116333654e-08,1.5739817116333654e-08,-4.2755119999959845e-08,4.2755119999959845e-08,-1.5004921416483796e-08,1.5004921416483796e-08,5.2121593929754795e-08,5.2121593929754795e-08,0.7625694580407765,0.8987583408215776
